, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
0,0.595111060987615,-0.4926432097134282,-0.31161156292339487,0.7606600763254984,1.8215861490089889,1.9771979142938123,0.3660073069028423,0.05959983131854014,1.0344343032723615,0.4915011879661993,2.6207184879902496,0.730993357023958,0.15693152312684625,0.3915168618114906,0.1545867391056602,0.852743315436602,2.0939382535338056,1.7403055094213808,1.620567882744765,0.002489004929307274
1,1.0643350412893975,0.23686611570121352,-0.3854257358618396,1.4808122180934373,2.8238696493191022,1.557858320825756,1.3848384684290689,1.5344170040938614,2.5144466460227095,1.7763126826331443,1.7172042125972107,1.2196344995598107,1.4626690195638248,3.0291224264589784,1.401726575674646,1.6304070911525108,0.9252991942133657,1.1056446120571963,2.4368130793720826,1.2590885976740864
2,1.0893205415427134,0.07427014703916912,-0.16834030015722518,3.93881745204994,3.6515866414243767,0.9782261853940166,1.1629643176531235,0.1607608586676186,0.9491129193031224,1.8767849976147741,2.411883928043595,1.0324495168675725,2.6355174691318846,3.434197954128506,1.5284235339371706,2.243341637871865,0.16249667432531403,1.1422875198549216,1.5010216172035036,1.4281840008662001
3,1.2115055444962277,-0.3757228513083083,-0.12213543005140987,1.8736450116136654,1.3846827100930392,2.036880224281337,0.776857213057763,1.8345444312879067,0.11650560722604897,1.5540915072857857,2.789523234590715,1.4705900447388733,0.32081968989326726,4.560664624713844,2.7486897514813475,0.4514966283972103,1.8529720480531373,0.1768214254013495,1.2440057334582573,1.4649511976890262
4,0.0647496175465008,0.01348130692556071,-0.01976239020346826,4.1701365509352835,2.7044965021741905,3.0312245478011275,0.6273757588359055,0.9592342900281698,2.724423287582759,0.5066175519159978,1.2469473724421118,2.5432287360503496,0.6790339448273457,3.931150645269692,1.2560277618401046,1.2480162868726905,1.2430202276404476,1.833088474153057,0.17240626697113887,0.8711039943026944
5,0.6470760628888901,-0.5716961737722833,-0.37263881336279436,0.6753673196204427,0.9828693049767279,0.44001515472058217,0.22542577588121804,0.001856558142537047,0.06068122409751653,0.7865463476573638,3.0634355631466486,2.6309059804198545,0.22662136082223813,2.3659127347456117,1.008152989390526,1.5146338351099768,0.5154210562745204,0.9918029539532269,0.6478196812467863,1.417046644384626
6,-0.21335464028249765,-0.21239038506933328,-0.5060381496663823,0.699163174957491,2.2552451518242127,1.2423579208897912,1.0008011667709242,0.6635338169939304,2.383525764619952,1.3547875475878008,0.17770805071070614,0.5385259320651148,0.7681775391565767,3.473996424308505,0.9438944298633063,1.8609499707380501,0.7446277506695292,0.6553377677462626,1.0053487532068133,1.659961175460227
7,0.2694318033924423,0.5492184211321565,-0.2771504603546754,0.3173026315357875,3.34956897922249,2.8298713505815747,0.8960841806592006,1.4752223735290237,2.707996805505128,0.3073114514851552,2.5769496826656417,0.9370616920680912,0.24669048290334294,1.2123620275283808,0.6817061339137962,1.5645238705264706,0.5561322355879532,2.336725140072802,2.6000665216325722,0.16148567034725125
8,0.47666297708907057,-0.06743165167330534,0.09530369165970065,0.8729713108996521,0.7990145479402678,0.35624437818478355,0.41635226125215813,0.23553819094881348,0.02632963546134104,1.8747735897546967,0.5469914988028837,0.9130444563703294,2.1213608192538085,2.4410995807132037,1.5461600108195837,2.0088375351280345,0.739831601467844,0.21235722745108265,2.4013966863508736,1.503328369703508
9,0.877100685401032,-0.40233831222587557,-0.526930569101158,4.610092462669988,2.5301364055076125,1.9274019027944733,0.8988167016852305,0.35420548149373743,1.7494088642200725,1.9420276989108585,1.442132570126013,1.070348266221534,2.7255809611533426,1.6869383880235715,2.1382574769051965,1.8426644377481458,0.5449659601101322,1.0017936089505637,1.078664221046867,1.5885094984767987
